eq_id,eq_nome,eq_enderec,eq_bairro,eq_tipo,longitude,latitude,eq_distr,eq_regiao,eq_ender,eq_esfera,alunos_ef,alunos_em,alunos_total
5395,OLEGARIO MARIANO EMEF,RUA ANTONIO BORGES DA FONSECA 15,JARDIM FLORESTA,EMEF,-46.709248,-23.740404,CIDADE DUTRA,Sul,#REF!,MUNICIPAL,761,0,2071
5404,LUIS ARROBAS MARTINS DOUTOR,R JOAO ELIAS 80,VILA CRUZEIRO,EE,-46.709492,-23.637888,SANTO AMARO,Sul,#REF!,ESTADUAL - SE,617,0,696
5406,LILIAN MASO PROFESSORA EMEF,R ENCRUZILHADA DO SUL SN,JARDIM PAULISTANO (ZONA NORTE),EMEF,-46.7095115237,-23.4612997646,FREGUESIA DO O,Norte,#REF!,MUNICIPAL,928,0,1591
5407,ANILZA PIOLI PROFESSORA,R VALE DO SOL SN,VILA BRASILANDIA,EE,-46.7095640478,-23.4486581144,JARAGUA,Norte,#REF!,ESTADUAL - SE,428,557,1359
5408,JOAQUIM SILVADO DOUTOR,RUA MONSENHOR MANOEL GOMES 306,,EE,-46.709583,-23.479446,PIRITUBA,Norte,#REF!,ESTADUAL - SE,271,763,1226
5409,ALMEIDA JUNIOR PROFESSOR EMEF,RUA FRANCISCO MENDES 238,SOCORRO,EMEF,-46.709651,-23.668903,SOCORRO,Sul,#REF!,MUNICIPAL,395,0,395
5413,ULYSSES DA SILVEIRA GUIMARAES EMEF,RUA CONDE DE LANCASTRE 209,,EMEF,-46.709821,-23.831059,PARELHEIROS,Sul,#REF!,MUNICIPAL,1105,0,1697
5415,PAULO EIRO,RUA PADRE JOSE MARIA 210,,EE,-46.710054,-23.652685,SANTO AMARO,Sul,#REF!,ESTADUAL - SE,328,0,333
5427,HEITOR DE ANDRADE EMEF,RUA DEPUTADO ADIB CHAMMAS 140,VELEIROS,EMEF,-46.710538,-23.683398,SOCORRO,Sul,#REF!,MUNICIPAL,635,0,1163
5432,JOSE DUARTE JUNIOR PROFESSOR,R DOMINGOS FAUSTINO SARMIENTO 422,JARDIM ALPINO,EE,-46.710945,-23.745506,CIDADE DUTRA,Sul,#REF!,ESTADUAL - SE,921,0,1125
5439,MARIA DE LOURDES ALMEIDA SINISGALLI PROFA,AV. PROFESSOR HERMGENES DE FREITAS LEITAO 4946,PARELHEIROS,EE,-46.71115,-23.801191,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,458,419,877
5454,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO 1010,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,EE,-46.711866634,-23.4415706462,JARAGUA,Norte,#REF!,ESTADUAL - SE,642,930,1687
5456,VARGEM GRANDE EMEF,RUA BEIJA-FLOR 1,COLONIA (ZONA SUL),EMEF,-46.711977,-23.860549,PARELHEIROS,Sul,#REF!,MUNICIPAL,876,0,1228
5462,LIBERATO BITTENCOURT GENERAL EMEF,RUA ARNALDO ALVERNAZ NUNES 320,JARDIM SAO JOSE,EMEF,-46.712368,-23.485203,PIRITUBA,Norte,#REF!,MUNICIPAL,814,0,906
5464,FLORESTAN FERNANDES EMEF,AV MARGUERITE LONG 41,JARDIM GUANABARA,EMEF,-46.712413,-23.763255,CIDADE DUTRA,Sul,#REF!,MUNICIPAL,735,0,834
5469,SILVIO XAVIER ANTUNES PROFESSOR,R JOSE DA SILVA MARTHA 150,PIQUERI,EE,-46.712806,-23.501124,PIRITUBA,Norte,#REF!,ESTADUAL - SE,207,424,821
5470,CARLOS FRANCISCO GASPAR EMEF,R HANS CHRISTIAN ANDERSEN 67,GRANJA NOSSA SENHORA APARECIDA,EMEF,-46.71282,-23.759176,CIDADE DUTRA,Sul,#REF!,MUNICIPAL,729,0,1069
5472,MARIO KOSEL FILHO EMEF,RUA URUTINGA 144,VILA PALMEIRAS,EMEF,-46.712854,-23.494063,PIRITUBA,Norte,#REF!,MUNICIPAL,604,0,833
5480,VERA ATHAYDE PEREIRA PROFA,R LECONTE DE LISLE 300,JARDIM VISTA ALEGRE,EE,-46.713131,-23.737999,CIDADE DUTRA,Sul,#REF!,ESTADUAL - SE,230,477,707
5482,RAUL POMPEIA EMEF,AV ELIAS ANTONIO LOPES 165,PARQUE TAIPAS,EMEF,-46.71336,-23.433913,JARAGUA,Norte,#REF!,MUNICIPAL,735,0,1294
5488,PEDRO GERALDO SCHUNCK EMEF,RUA ANTONIO BERNAL 40N,JARDIM SILVEIRA,EMEF,-46.713637,-23.851429,PARELHEIROS,Sul,#REF!,MUNICIPAL,419,0,858
5491,ALBERTO TORRES,AV DOUTOR VITAL BRASIL 1260,,EE,-46.713721,-23.567827,BUTANTA,Oeste,#REF!,ESTADUAL - SE,0,354,354
5492,ERODICE PONTES DE QUEIROZ REV,AV. PROFESSOR HERMOGENES DE FREITAS LEITAO FILHO 1500,,EE,-46.713775,-23.784782,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,1635,681,2316
5494,DAVID ZEIGER,R SATELITE JAPETUS 30,JARDIM MARIA AMALIA,EE,-46.713875,-23.77471,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,479,669,1246
5500,DUARTE LEOPOLDO E SILVA DOM,AV DE PINEDO 577,SOCORRO,EE,-46.714228,-23.669664,SOCORRO,Sul,#REF!,ESTADUAL - SE,381,878,1511
5503,CARLOS FREDERICO WERNECK LACERDA JORNALISTA,R CONCEICAO DO NORTE 906,VILA ZAT,EE,-46.714411,-23.472829,PIRITUBA,Norte,#REF!,ESTADUAL - SE,385,586,1111
5510,PLINIO NEGRAO,R BRAGANCA PAULISTA 575,VILA CRUZEIRO,EE,-46.714925,-23.64149,SANTO AMARO,Sul,#REF!,ESTADUAL - SE,494,751,1655
5512,ANA LUIZA FLORENCE BORGES PROFA,R JOSE PAULO CANDIDO 25,JARDIM SILVEIRA,EE,-46.715074,-23.84881,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,222,260,623
5513,ALEXANDRE VON HUMBOLDT,AV RAIMUNDO PEREIRA DE MAGALHAES 1201,VILA ANASTACIO,EE,-46.715116,-23.50952,LAPA,Oeste,#REF!,ESTADUAL - SE,0,474,474
5515,MARIANO DE OLIVEIRA PROFESSOR,RUA ALM ISAIAS DE NORONHA 13,,EE,-46.715175,-23.490973,PIRITUBA,Norte,#REF!,ESTADUAL - SE,232,1122,1471
5518,ITURBIDES BOLIVAR DE ALMEIDA SERRA PROF,AV DE PINEDO 777,SOCORRO,EE,-46.715266,-23.671295,SOCORRO,Sul,#REF!,ESTADUAL - SE,384,0,384
5527,MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA,AV MARIO LOPES LEAO 1050,SANTO AMARO,EE,-46.71586,-23.650104,SANTO AMARO,Sul,#REF!,ESTADUAL - SE,720,616,1336
5530,FRANCISCO FARIA NETO PROFESSOR,R SILVERIO DE CASTRO SOUSA 102,JARDIM SYDNEY,EE,-46.7159806336,-23.4505066464,JARAGUA,Norte,#REF!,ESTADUAL - SE,725,0,725
5532,FELICIA DE RINALDIS FRANCO,R CAMPINORTE 58,JARDIM SYDNEY,EE,-46.715998,-23.460399,PIRITUBA,Norte,#REF!,ESTADUAL - SE,370,0,370
5535,REYNALDO PORCHAT PROFESSOR,R DOS ALIADOS 540,ALTO DA LAPA,EE,-46.716082,-23.528135,LAPA,Oeste,#REF!,ESTADUAL - SE,488,0,492
5538,MOISES ELIAS DE SOUZA TENENTE EMEF,AV DEPUTADO CANTIDIO SAMPAIO SN,VILA SOUZA,EMEF,-46.7161670622,-23.4346650056,JARAGUA,Norte,#REF!,MUNICIPAL,892,0,1286
5540,ELISIO TEIXEIRA LEITE III,AV ELISIO TEIXEIRA LEITE 6700A,SITIO MORRO GRANDE,EE,-46.7162166339,-23.4442616464,JARAGUA,Norte,#REF!,ESTADUAL - SE,542,0,629
5541,JACOB SALVADOR ZVEIBIL,AV ELISIO TEIXEIRA LEITE 6700,SITIO MORRO GRANDE,EE,-46.7162166339,-23.4442616464,JARAGUA,Norte,#REF!,ESTADUAL - SE,0,1684,1684
5542,HOMERO VAZ DO AMARAL,R BREST 2,JARDIM KIOTO,EE,-46.716217,-23.732667,CIDADE DUTRA,Sul,#REF!,ESTADUAL - SE,541,0,551
5545,EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO,AV DIOGENES RIBEIRO DE LIMA 2001,,EE,-46.716318,-23.542654,ALTO DE PINHEIROS,Oeste,#REF!,ESTADUAL - SE,94,412,564
5552,CYNIRA STOCCO FAUSTO PROFESSORA,AV ELISIO TEIXEIRA LEITE 4511,VILA BRASILANDIA,EE,-46.7167086337,-23.4488546464,JARAGUA,Norte,#REF!,ESTADUAL - SE,585,0,585
5555,RENATO ANTONIO CHECCHIA PROFESSOR EMEF,RUA CONDE MONTERONE 101,JARDIM SYDNEY,EMEF,-46.7167848787,-23.4548575713,PIRITUBA,Norte,#REF!,MUNICIPAL,807,0,1239
5556,MARIA AMELIA BRAZ PROFA,R FREI AMADOR ARRAIS 100,JARDIM SAO RAFAEL,EE,-46.716923,-23.760193,CIDADE DUTRA,Sul,#REF!,ESTADUAL - SE,385,172,557
5558,ALICE MEIRELLES REIS PROOFESSORA EMEF,AV ELISIO TEIXEIRA LEITE SN,SITIO MORRO GRANDE,EMEF,-46.716931634,-23.4406096464,JARAGUA,Norte,#REF!,MUNICIPAL,1051,0,1290
5561,MONTEIRO LOBATO EMEF,AV PAULA FERREIRA 2653,VILA PEREIRA BARRETO,EMEF,-46.717228,-23.489116,PIRITUBA,Norte,#REF!,MUNICIPAL,815,0,1340
5577,ALIPIO DE BARROS PROFESSOR,AV COMENDADOR FEIZ ZARZUR SN,,EE,-46.7183044082,-23.4790918357,PIRITUBA,Norte,#REF!,ESTADUAL - SE,604,0,627
5578,JORGE SARAIVA,R ARCELINA TEIXEIRA DA SILVA SN,PARQUE MARIA FERNANDES,EE,-46.718311,-23.77144,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,1217,0,1657
5580,VICENTE DE PAULO DALE COUTINHO GENERAL EMEF,AV DEPUTADO CANTIDIO SAMPAIO 6813,VILA SOUZA,EMEF,-46.7185065098,-23.4344830609,JARAGUA,Norte,#REF!,MUNICIPAL,798,0,1686
5581,HUMBERTO DE SOUZA MELLO GENERAL,AV DEPUTADO CANTIDIO SAMPAIO 6803,PARADA DE TAIPAS,EE,-46.7185065098,-23.4344830609,JARAGUA,Norte,#REF!,ESTADUAL - SE,810,1226,2036
5589,ELIANE BENUTE LESSA AYRES GONCALVES NANY BENUTE EMEF,AV RAIMUNDO PEREIRA DE MAGALHAES SN,PIRITUBA,EMEF,-46.718938,-23.434769,JARAGUA,Norte,#REF!,MUNICIPAL,1011,0,1110
5591,NOSSA SENHORA DO RETIRO,RUA  DOUTOR  PEDRO MUSTRE PORTUGAL 265,,EE,-46.719246,-23.472101,PIRITUBA,Norte,#REF!,ESTADUAL - SE,470,0,485
5592,KYRILLOS DOUTOR,R ANTONIO ADIB CHAMMAS 124,INSTITUTO DE PREVIDENCIA,EE,-46.719295,-23.576389,BUTANTA,Oeste,#REF!,ESTADUAL - SE,583,0,583
5598,VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO,RUA DOMINGOS BARBIERI 350,JARDIM PREVIDENCIA,EE,-46.719477,-23.575547,BUTANTA,Oeste,#REF!,ESTADUAL - SE,0,580,641
5599,GERALDO HOMERO FRANCA OTTONI PROFESSOR,R BERNARDO ROLIM DE MOURA 129,VILA MIRANTE,EE,-46.719676,-23.467134,PIRITUBA,Norte,#REF!,ESTADUAL - SE,368,0,368
5601,ADOLFO GORDO SENADOR,R DOM ARMANDO LOMBARDI 223,VILA PROGREDIOR,EE,-46.719879,-23.586976,MORUMBI,Oeste,#REF!,ESTADUAL - SE,165,622,1217
5603,ENZO ANTONIO SILVESTRIN PROFESSOR EMEF,ESTRADA DO CONGO 204,JARDIM PIRITUBA,EMEF,-46.7201726339,-23.4428666465,JARAGUA,Norte,#REF!,MUNICIPAL,1009,0,1437
5606,MIGUEL ARRAES GOVERNADOR,R HERBERT SPENCER SN,PARAISOPOLIS,EE,-46.720352,-23.615728,VILA ANDRADE,Sul,#REF!,ESTADUAL - SE,867,0,867
5607,REINALDO RIBEIRO DA SILVA DOUTOR,AV EMBAIXADOR MACEDO SOARES 10935,,EE,-46.720593,-23.511044,LAPA,Oeste,#REF!,ESTADUAL - SE,320,0,320
5611,LEOPOLDINA IMPERATRIZ EMEF,AV COMENDADOR FEIZ ZARZUR SN,JARDIM CIDADE PIRITUBA,EMEF,-46.720697,-23.476667,PIRITUBA,Norte,#REF!,MUNICIPAL,890,0,1548
5614,JOSE MONTEIRO BOANOVA PROFESSOR,RUA DALTON 10,,EE,-46.720752,-23.525592,VILA LEOPOLDINA,Oeste,#REF!,ESTADUAL - SE,315,535,915
5623,JESUS JOSE ATTAB PROFESSOR,R ANA AMELIA DO NASCIMENTO 137,VILA MARCELO,EE,-46.7212897442,-23.7879775546,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,972,323,1295
5630,RAUL ANTONIO FRAGOSO PROFESSOR,R CHARLES SILVER 51,JARDIM SAO RICARDO,EE,-46.722091,-23.495782,PIRITUBA,Norte,#REF!,ESTADUAL - SE,418,0,418
5634,HOMERO DOS SANTOS FORTE PROFESSOR,R HERBERT SPENCER 113,PARAISOPOLIS,EE,-46.722682,-23.615424,VILA ANDRADE,Sul,#REF!,ESTADUAL - SE,1141,0,1549
5638,CASARAO EMEF,RUA MAJOR JOSE MARIOTO FERREIRA 101,PARAISOPOLIS,EMEF,-46.72291,-23.612194,VILA ANDRADE,Sul,#REF!,MUNICIPAL,289,0,579
5642,DEODORO DA FONSECA MAL EMEF,PRACA IMPRENSA PAULISTA 30,CAXINGUI,EMEF,-46.723513,-23.582058,BUTANTA,Oeste,#REF!,MUNICIPAL,743,0,1024
5643,DILERMANDO DIAS DOS SANTOS EMEF,RUA PAULO FRANCO 815,VILA LEOPOLDINA,EMEF,-46.723523,-23.535214,VILA LEOPOLDINA,Oeste,#REF!,MUNICIPAL,480,0,537
5647,PAULO FREIRE PROF EMEF,R MELCHIOR GIOLA 296,PARAISOPOLIS,EMEF,-46.7237374694,-23.6162469968,VILA ANDRADE,Sul,#REF!,MUNICIPAL,729,0,1312
5649,ALEXANDRE MARCONDES FILHO SENADOR,R MARIA ROSCHEL SCHUNCK 690,JARDIM NOVO PARELHEIROS,EE,-46.723963,-23.831698,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,730,0,730
5658,GUIOMAR CABRAL EMEFM,AV MENOTTI LAUDISIO 553,JARDIM CIDADE PIRITUBA,EMEFM,-46.724794,-23.482179,PIRITUBA,Norte,#REF!,MUNICIPAL,627,290,1174
5661,KEIZO ISHIHARA,R MARIO GESSULLO 60,CONJUNTO RESIDENCIAL BUTANTA,EE,-46.72494,-23.576736,BUTANTA,Oeste,#REF!,ESTADUAL - SE,777,0,1046
5663,GABRIEL PRESTES PROFESSOR EMEF,RUA CARLOS DA CUNHA MATTOS 134,CHACARA INGLESA,EMEF,-46.72498,-23.489159,PIRITUBA,Norte,#REF!,MUNICIPAL,665,0,1173
5672,CANDIDO GONCALVES GOMIDE PROFESSOR,R AVELINO ZANETTI 50,JARDIM CIDADE PIRITUBA,EE,-46.725783,-23.482755,PIRITUBA,Norte,#REF!,ESTADUAL - SE,579,1077,1778
5685,CARLOS BORBA PROFESSOR,RUA JOANA PEDROSO DOS SANTOS 101,JARDIM RODRIGO,EE,-46.7264557608,-23.4277064083,JARAGUA,Norte,#REF!,ESTADUAL - SE,674,0,1197
5687,ANA ROSA DE ARAUJO DONA,RUA EDEN 100,,EE,-46.726737,-23.588594,VILA SONIA,Oeste,#REF!,ESTADUAL - SE,403,465,868
5711,LEONEL FRANCA PADRE EMEF,RUA XAVIER DOS PASSAROS 39,JARDIM RINCAO,EMEF,-46.72757,-23.437839,JARAGUA,Norte,#REF!,MUNICIPAL,796,0,1501
5716,PARQUE TAMARI,R AMARO DE PONTES 854,PARELHEIROS,EE,-46.727871,-23.831062,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,976,0,983
5723,VEREMUNDO TOTH DOM EMEF,RUA JOSE PEDRO DE CARVALHO LIMA 100,JARDIM PARQUE MORUMBI,EMEF,-46.7281860831,-23.6221660952,VILA ANDRADE,Sul,#REF!,MUNICIPAL,1038,0,1694
5736,ANTONIO RODRIGUES DE CAMPOS PROFESSOR EMEF,RUA PRINCIPE 38,JARDIM SHANGRILA (ZONA NORTE),EMEF,-46.7285327608,-23.4276874084,JARAGUA,Norte,#REF!,MUNICIPAL,719,0,1049
5740,LUIZ DAVID SOBRINHO PROFESSOR EMEF,RUA BARRA DA FORQUILHA 576,JARDIM VIVAN,EMEF,-46.7287310005,-23.4513436816,JARAGUA,Norte,#REF!,MUNICIPAL,876,0,1135
5744,AMORIM LIMA DESEMBARGADOR EMEF,RUA PROFESSOR VICENTE PEIXOTO 50,VILA GOMES,EMEF,-46.728844,-23.573985,BUTANTA,Oeste,#REF!,MUNICIPAL,733,0,733
5747,ERMANO MARCHETTI,R PEDRO MARIGLIANI 192,CHACARA INGLESA,EE,-46.729027,-23.492885,PIRITUBA,Norte,#REF!,ESTADUAL - SE,344,844,1245
5757,PERIMETRAL EMEF,R JOSE PEDRO DE CARVALHO LIMA 150,JARDIM PARQUE MORUMBI,EMEF,-46.729663,-23.620122,VILA ANDRADE,Sul,#REF!,MUNICIPAL,427,0,776
5758,THEODOMIRO DIAS DESEMBARGADOR EMEF,PRACA DR JOSE ORIA SN,,EMEF,-46.729669,-23.59411,VILA SONIA,Oeste,#REF!,MUNICIPAL,684,0,813
5763,ADOLFO TRIPOLI PROFESSOR,RUA LOURENCO DE AZEVEDO 149,,EE,-46.730116,-23.6005,VILA SONIA,Oeste,#REF!,ESTADUAL - SE,656,0,661
5768,ALFREDO VIANELLO GREGORIO COMENDADOR,RUA FELIPE DE VERAS SN,JD SAO LUIS,EE,-46.730399,-23.664933,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,737,535,1490
5769,ANDRONICO DE MELLO PROFESSOR,RUA THEO DUTRA 33,,EE,-46.730431,-23.597074,VILA SONIA,Oeste,#REF!,ESTADUAL - SE,0,1238,1341
5776,EUCLIDES CUSTODIO DA SILVEIRA DESEMBARGADOR EMEF,RUA JOSE DE MORAIS 191,PARQUE SAO DOMINGOS,EMEF,-46.730806,-23.506541,SAO DOMINGOS,Norte,#REF!,MUNICIPAL,613,0,1091
5777,ROGE FERREIRA DEPUTADO EMEF,RUA PHILONILIA GONCALVES DOS SANTOS SN,PARQUE NACOES UNIDAS,EMEF,-46.7308146338,-23.4452596469,JARAGUA,Norte,#REF!,MUNICIPAL,775,0,967
5783,DE GAULLE GENERAL EMEF,RUA MOURISCA 16,JARDIM IBIRAPUERA,EMEF,-46.731093,-23.658354,JARDIM SAO LUIS,Sul,#REF!,MUNICIPAL,984,0,1889
5784,MARIO ARMINANTE PROF,R JOSE ROSCHEL RODRIGUES 146,RECANTO CAMPO BELO,EE,-46.73115,-23.791752,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,624,581,1209
5788,MARIA ZILDA GAMBA NATEL,R JOSE CARLOS DE TOLEDO PIZA SN,JARDIM PARQUE MORUMBI,EE,-46.73166,-23.62053,VILA ANDRADE,Sul,#REF!,ESTADUAL - SE,872,884,1756
5789,REPUBLICA ARGENTINA,R PHILONILIA GONCALVES DOS SANTOS SN,PARQUE NACOES UNIDAS,EE,-46.7316604537,-23.4437491218,JARAGUA,Norte,#REF!,ESTADUAL - SE,154,748,1124
5791,PRISCILIANA DUARTE DE ALMEIDA DONA,AV SADAMU INOUE 6820,JARDIM CASA GRANDE,EE,-46.731783,-23.826801,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,0,1141,1462
5794,ETELVINA DE GOES MARCUCCI PROFESSORA,R JOSE CARLOS DE TOLEDO PIZA 10,JARDIM PARQUE MORUMBI,EE,-46.731872,-23.620501,VILA ANDRADE,Sul,#REF!,ESTADUAL - SE,743,1168,1911
5796,OSCAR BLOIS,RUA ANGELO DA SILVA 20,JARDIM PANAMERICANO,EE,-46.7320396338,-23.4453386469,JARAGUA,Norte,#REF!,ESTADUAL - SE,230,703,933
5797,LEDA GUIMARAES NATAL,R AMERICO COXA SN,PARELHEIROS,EE,-46.732143,-23.816565,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,653,526,1179
5799,JOSE KAUFFMANN DOUTOR EMEF,RUA SAMUEL BOVY 23,CONJUNTO CITY JARAGUA,EMEF,-46.732148,-23.439028,JARAGUA,Norte,#REF!,MUNICIPAL,927,0,1502
5800,LUIS GONZAGA TRAVASSOS DA ROSA,R AFONSO VIDAL 600,JARDIM SANTO ANTONIO,EE,-46.732167,-23.639673,VILA ANDRADE,Sul,#REF!,ESTADUAL - SE,458,253,847
5801,ZULMIRA CAVALHEIRO FAUSTINO DONA,R LUIZ GRASSMANN 216,JARDIM MIRANTE,EE,-46.732471,-23.645113,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,650,325,1231
5822,SILVIO PORTUGAL DESEMBARGADOR EMEF,RUA FRANCISCO SAVERIO ORLANDI 141,JARDIM LIBANO,EMEF,-46.73347,-23.486305,PIRITUBA,Norte,#REF!,MUNICIPAL,743,0,1445
5828,HILTON REIS SANTOS PROF,EST ENG MARCILAC 8029,EMBURA,EE,-46.734117,-23.8829,MARSILAC,Sul,#REF!,ESTADUAL - SE,839,356,1195
5832,EURICO GASPAR DUTRA MARECHAL,R HIPOLITO CORDEIRO SN,JARDIM SAO LUIS,EE,-46.734381,-23.650685,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,570,0,570
5834,CANDIDO DE OLIVEIRA PROF,R LUIZ PINELLI 29,JARDIM ALADIM,EE,-46.734545,-23.806521,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,769,0,918
5838,RAIMUNDO SERAFIM DE LIMA INSPETOR,R BENTO BARROSO PEREIRA SN,JARDIM SAO FRANCISCO DE ASSIS,EE,-46.734816,-23.660508,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,709,353,1062
5843,ADALGIZA SEGURADO DA SILVEIRA PROFESSORA,AV PROFESSOR GIOIA MARTINS 686,,EE,-46.735141,-23.600382,VILA SONIA,Oeste,#REF!,ESTADUAL - SE,380,0,460
5845,PARQUE NACOES UNIDAS II,EST DAS TAIPAS 1370,JARDIM RINCAO,EE,-46.735214,-23.444205,JARAGUA,Norte,#REF!,ESTADUAL - SE,339,0,339
5846,BENEDITO FERREIRA DE ALBUQUERQUE PROF,R BENJAMIM DIEMAR 266,VILA ROSCHEL,EE,-46.735217,-23.839259,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,531,274,1031
5852,PAULINO NUNES ESPOSO,AV SADAMU INOUE 365,JARDIM CASA GRANDE,EE,-46.735365,-23.804717,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,552,906,1725
5855,JULIO DE MESQUITA EMEF,RUA JOSE AIRES NETO 25,JARDIM BONFIGLIOLI,EMEF,-46.73554,-23.580686,BUTANTA,Oeste,#REF!,MUNICIPAL,877,0,993
5860,ARTUR WHITAKER DESEMBARGADOR EMEF,RUA ANDRE SARAIVA 860,,EMEF,-46.735778,-23.59517,VILA SONIA,Oeste,#REF!,MUNICIPAL,667,0,802
5864,ITALO BETARELLO,R ANDRESA 120,JARDIM SAO JOAO (JARAGUA),EE,-46.7360076337,-23.4495376471,JARAGUA,Norte,#REF!,ESTADUAL - SE,559,907,1490
5865,ALCIDES DA COSTA VIDIGAL,RUA GEREMIA LUNARDELLI 370,,EE,-46.736039,-23.584978,BUTANTA,Oeste,#REF!,ESTADUAL - SE,599,0,599
5874,FRIEDRICH VON VOITH,R ANTONIO DE CABEZON 398,PARQUE NACOES UNIDAS,EE,-46.7363916338,-23.4462606471,JARAGUA,Norte,#REF!,ESTADUAL - SE,708,0,708
5876,CITY JARAGUA IV EMEF,RUA HENRIQUE SALVATORI 23,CONJUNTO CITY JARAGUA,EMEF,-46.736417,-23.43683,JARAGUA,Norte,#REF!,MUNICIPAL,752,0,812
5877,ANTONIO MANOEL ALVES DE LIMA,R PIETRO CASELLA 07,JARDIM SAO JOAO,EE,-46.736477,-23.659679,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,554,845,1757
5882,SOLANGE APPARECIDA LANDEIRO AGUIAR PROFESSORA,R PIETRO CASELLA SN,JARDIM SAO JOAO,EE,-46.736745,-23.660093,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,353,0,353
5890,ESTACAO JARAGUA EMEF,R JOAO AIRES SN,JARDIM BANDEIRANTES (ZONA NORTE),EMEF,-46.7370897227,-23.4555760132,JARAGUA,Norte,#REF!,MUNICIPAL,620,0,827
5892,LUIZ GONZAGA PINTO E SILVA PROFESSOR,R GERALDO FRAGA DE OLIVEIRA 324,JARDIM SAO LUIS,EE,-46.737129,-23.652458,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,587,727,1334
5893,MARIO LOPES LEAO DR,R JOSE MENDES NETTO 57,JARDIM DOS ALAMOS,EE,-46.7372,-23.810939,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,551,431,982
5898,THOMAZIA MONTORO,RUA DOUTOR ADOLFO MELO JUNIOR 156,FERREIRA,EE,-46.737489,-23.590728,VILA SONIA,Oeste,#REF!,ESTADUAL - SE,500,0,500
5903,AMADEU MENDES PROFESSOR EMEF,RUA TOMAS LOPES FERREIRA 110,,EMEF,-46.737629,-23.49931,SAO DOMINGOS,Norte,#REF!,MUNICIPAL,566,0,781
5906,PRACINHAS DA FEB EMEF,RUA ANTONIO RAPOSO BARRETO 151,JARDIM DAS FLORES,EMEF,-46.737839,-23.6747,JARDIM SAO LUIS,Sul,#REF!,MUNICIPAL,622,0,860
5908,PAULO OCTAVIO DE AZEVEDO PROFESSOR,R ANTONIO VIEIRA MISTURA 440,JARDIM SANTA EDWIGES (CAPELA DO SOCORRO),EE,-46.737905,-23.679484,JARDIM SAO LUIS,Sul,#REF!,ESTADUAL - SE,1056,375,1592
5910,MARIA BERENICE DOS SANTOS PROFA EMEF,RUA BARBOSA VILAS BOAS 251,JARDIM DAS FLORES,EMEF,-46.738073,-23.672794,JARDIM SAO LUIS,Sul,#REF!,MUNICIPAL,421,0,625
5915,ANNA SILVEIRA PEDREIRA EMEF,R NOVA DO TUPAROQUERA 1901,JARDIM NOVO SANTO AMARO,EMEF,-46.738221,-23.658299,JARDIM SAO LUIS,Sul,#REF!,MUNICIPAL,486,0,1005
5916,JULIO DE OLIVEIRA EMEF,RUA JULIO DE OLIVEIRA 160,VILA FANTON,EMEF,-46.7382965317,-23.4031854212,PERUS,Norte,#REF!,MUNICIPAL,853,0,1003
5918,ANTONIO CARLOS FERREIRA NOBRE PROFESSOR,R AGOSTINHO DOS SANTOS 235,PARQUE SAO DOMINGOS,EE,-46.738433,-23.502279,SAO DOMINGOS,Norte,#REF!,ESTADUAL - SE,391,0,454
5919,GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO EMEF,RUA CORONEL ALBINO REGO 132,,EMEF,-46.73848,-23.495353,SAO DOMINGOS,Norte,#REF!,MUNICIPAL,572,0,1262
5920,CLORINDA DANTI PROFESSORA,AV CORIFEU DE AZEVEDO MARQUES 2700,,EE,-46.738648,-23.571973,RIO PEQUENO,Oeste,#REF!,ESTADUAL - SE,306,0,311
5921,RECANTO CAMPO BELO,R ADAO CABRAL NETTO 38,RECANTO CAMPO BELO,EE,-46.738695,-23.793622,PARELHEIROS,Sul,#REF!,ESTADUAL - SE,693,0,693
