ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,REGISTRO,ENDERECO,NUMERO,BAIRRO,REFERENCIA
506,-46.629091,-23.556157,355030849000096,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,THOMAZ DE LIMA,1001-4,RUA TEIXEIRA LEITE C/ SAO PAULO,S/N,LIBERDADE,BAIXOS VIADUTO GLICERIO
216,-46.615832,-23.538909,355030810000007,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,CONCORDIA,1002-2,RUA CONSELHEIRO BELISARIO,S/N,BRAS,RUA MARIA MARCOLINA
36,-46.622286,-23.578861,355030890000111,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,VILA DEODORO,1003-0,RUA INGLES DE SOUZA,618.000000,CAMBUCI,AV LINS DE VASCONCELOS
479,-46.700106,-23.526608,355030848000012,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA,1004-9,RUA FABIA C AURELIA,701.000000,VL ROMANA,RUA CATAO
149,-46.600633,-23.552708,355030853000042,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA MODERNA,1005-7,RUA DOS TRILHOS C BRESSER,S/N,BRESSER,RUA BRESSER
803,-46.599392,-23.546390,355030853000057,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,TOLEDO BARBOSA,1006-5,RUA BELARMINO MATOS,S/N,QUARTA PARADA,VIADUTO GUADALAJARA
246,-46.604057,-23.583073,355030834000011,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA,1007-3,RUA AGOSTINHO GOMES,,IPIRANGA,RUA DOS PATRIOTAS
440,-46.573763,-23.545718,355030880000178,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,MAE DO CEU,1008-1,RUA TUIUTI,2753.000000,TATUAPE,PRACA SILVIO ROMERO
297,-46.617035,-23.589531,355030834000066,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA SAO JOSE,1009-0,RUA OLIVEIRA MELO,779.000000,VL SAO JOSE,TV DA RUA DR MARIO VICENTE
270,-46.646123,-23.573833,355030890000191,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,GUANABARA,1010-3,RUA CEL OSCAR PORTO,629.000000,PARAISO,TV SAMPAIO VIANA
790,-46.648802,-23.538637,355030869000065,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,SANTA CECILIA,1011-1,RUA SEBASTIAO PEREIRA,553.000000,STA CECILIA,RUA JAGUARIBE E ALAMEDA BARROS
65,-46.584974,-23.580264,355030893000090,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE / SAPOPEMBA,Leste,Leste 1,VILA PRUDENTE,1012-0,RUA JOSE ZAPPI,,VL PRUDENTE,RUA CAPITAO PACHECO CHAVES
195,-46.583019,-23.564723,355030801000054,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,PIRASSUNUNGA,1013-8,RUA TEREZINA,615.000000,ALTO DA MOOCA,CAMPO LARGO E MANAUS
403,-46.668684,-23.505583,355030870000072,3550308005065,70,SANTANA,05,SANTANA / TUCURUVI,Norte,Norte 1,MANDAQUI,1014-6,AV ENGENHEIRO CAETANO ALVARES,S/N,MANDAQUI,PX RUA VOLUNTARIOS DA PATRIA
550,-46.608009,-23.611525,355030827000053,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JARDIM PREVIDENCIA,1015-4,AV INHAIBA,,MOINHO VELHO,RUA VERGUEIRO
592,-46.564923,-23.597025,355030893000043,3550308005083,95,VILA PRUDENTE,29,VILA PRUDENTE / SAPOPEMBA,Leste,Leste 1,VILA ALPINA,1016-2,RUA DR VICENTE GIACAGLINI,,VL BELA,RUA COSTA BARROS
73,-46.665217,-23.601243,355030832000022,3550308005098,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,INDIANOPOLIS,1017-0,AV LAVANDISCA,644.000000,MOEMA,PRX R CANARIOS BAIRRO MOEMA
27,-46.627854,-23.495017,355030870000014,3550308005063,71,SANTANA,5,SANTANA / TUCURUVI,Norte,Norte 2,SANTA TEREZINHA,1018-9,RUA VICENTE SOARES,S/N,STA TEREZINHA,ENTRE R JOAO BAT S FARIA
114,-46.660129,-23.503279,355030821000038,3550308005030,21,CASA VERDE,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,CHORA MENINO,1019-7,AV BARUEL,661.000000,BARUEL,AVENIDA CASA VERDE
752,-46.654002,-23.499705,355030821000003,3550308005062,21,CASA VERDE,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,PARQUE PERUCHE,1020-0,RUA CARLOS BELMIRO CORREA,461.000000,PQ PERUCHE,AGUAS VIRTUOSAS E STA EUDOXIA
491,-46.678206,-23.486395,355030850000034,3550308005061,50,LIMAO,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,CANAA,1021-9,AV EULINA,318.000000,JD PRIMAVERA,AVENIDA DEP EMILIO CARLOS
523,-46.685106,-23.494634,355030829000076,3550308005117,29,FREGUESIA DO O,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,VILA DAS PALMEIRAS,1022-7,RUA BENEDITO GUEDES DE OLIVEIRA,450.000000,VL PALMEIRAS,AV NAFAR SOUZA
463,-46.614139,-23.482711,355030870000167,3550308005065,71,SANTANA,5,SANTANA / TUCURUVI,Norte,Norte 2,TUCURUVI,1023-5,RUA CASA FORTE,S/N,TUCURUVI,AVENIDA NOVA CANTAREIRA
670,-46.582519,-23.490237,355030892000093,3550308005068,94,VILA MEDEIROS,7,V MARIA / VILA GUILHERME,Norte,Norte 2,VILA MEDEIROS,1024-3,RUA ATALIBA VIEIRA,223.000000,MEDEIROS,AV NOSSA SRA DO LORETO
784,-46.578370,-23.504102,355030889000072,3550308005034,91,VILA MARIA,7,V MARIA / VILA GUILHERME,Norte,Norte 2,ALTO DE VILA MARIA,1025-1,RUA KANEDA,304.000000,JD JAPAO,PRACA CIANORTE
631,-46.588250,-23.467546,355030839000017,3550308005070,38,JACANA,6,JACANA / TREMENBE,Norte,Norte 2,JACANA,1026-0,RUA BENJAMIM PEREIRA,521.000000,JACANA,ENTRE ELIMO E EMIL FIGUEIREDO
556,-46.660661,-23.471094,355030813000036,3550308005124,13,CACHOEIRINHA,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,VILA NOVA CACHOEIRINHA,1027-8,RUA DOS PATIS,335.000000,VL BELA VISTA,BENEDITO GUEDES OLIVEIRA 226
449,-46.635053,-23.617798,355030877000055,3550308005048,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,BOSQUE,1028-6,RUA CARNEIRO DA CUNHA,S/N,VL DA SAUDE,ESQ VISCONDE INHAUMA
532,-46.728765,-23.594920,355030894000084,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,VILA MORSE,1029-4,RUA IBIAPABA,,VL SONIA,RUA MANOEL JACINTO
362,-46.534906,-23.562784,355030885000038,3550308005040,87,VILA FORMOSA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,VILA FORMOSA,1030-8,AV TRUMAIN C/ HENRIQUE MORIZE,S/N,VL FORMOSA,PRACA LIBERIA
739,-46.545201,-23.541072,355030820000049,3550308005077,20,CARRAO,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,VILA CARRAO,1031-6,RUA COMEN GIL PINHEIRO,325.000000,VL CALIFORNIA,VIADUTO VILA CARRAO
26,-46.539133,-23.516808,355030859000107,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,PENHA,1032-4,RUA OMACHA,530.000000,PENHA,AVENIDA AMADOR BUENO DA VEIGA
134,-46.541189,-23.595720,355030872000025,3550308005158,74,SAO LUCAS,29,VILA PRUDENTE / SAPOPEMBA,Leste,Leste 1,PARQUE SAO LUCAS,1033-2,RUA CARLOS CESAR,S/N,VL DIVINA PASTORA,ES ORATORIO E PROF LUIZ I MELO
187,-46.518217,-23.544948,355030891000021,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA DALILA,1034-0,PC BAUXITA,95.000000,VL DALILA,WALDEMAR CARLOS PEREIRA
120,-46.520349,-23.523942,355030859000004,3550308005144,60,PENHA,21,PENHA,Leste,Leste 1,MARIA CARLOTA,1035-9,RUA NILZA,S/N,VL ESPERANCA,VILA ESPERANCA
107,-46.488448,-23.539265,355030805000036,3550308005149,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,ARTUR ALVIM,1036-7,RUA BENEDITO LEAL,117.000000,PQ ARTUR ALVIM,RUA DES ROCHA PORTELA
247,-46.453036,-23.539886,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA,1037-5,RUA KEN SUGAYA,S/N,ITAQUERA,E COLONIAL DAS MISSOES
108,-46.473113,-23.492158,355030828000078,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO,1038-3,RUA SHOBEE KUMAGAI,6996.000000,ERMELINO MATARAZZO,AVENIDA PARANAGUA
683,-46.409185,-23.550878,355030831000001,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANAZES,1039-1,RUA COUTINHO E MELO,S/N,GUAIANAZES,ENTRE FCO PINHERO E MELO PAIVA
7,-46.701077,-23.481695,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,CRUZ DAS ALMAS,1040-5,ES DO SABAO,448.000000,CRUZ DAS ALMAS,AV ELISIO TEIXEIRA LEITE
210,-46.713017,-23.497404,355030863000083,3550308005112,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,VILA BONILHA,1041-3,RUA ANTONIO CORREIA,618.000000,VL BONILHA,ANTONIO CORREA 1B
190,-46.628660,-23.597597,355030890000115,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,JORGE TIBIRICA,1042-1,RUA JUREIA,S/N,STA CRUZ,ENTRE R S.CRUZ/JORGE TIBIRICA
632,-46.755153,-23.511334,355030840000017,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,SANTA EDWIGES,1043-0,RUA AGAMENON MAGALHAES,138.000000,STA EDWIGES,RUA ADAO GONCALVES
589,-46.635496,-23.640362,355030838000253,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE VARGAS,1044-8,PC NOVA AMERICA,15-A,CID VARGAS,ESQ RUA SAO WENCESLAU
856,-46.486236,-23.598480,355030873000028,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATHEUS,1045-6,RUA JOAQUIM GOUVEIA FRANCO,173.000000,CID SAO MATHEUS,AVENIDA MATEO BEI
686,-46.563689,-23.575461,355030801000071,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA DIVA,1046-4,RUA BUENOPOLIS,62.000000,VL DIVA,S/INFORM
269,-46.430880,-23.502685,355030874000086,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,JARDIM SAO VICENTE,1047-2,AV PROF ASSIS VELOSO,817.000000,JD SAO VICENTE,ESTRADA SAO PAULO RIO
102,-46.752928,-23.570485,355030867000122,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,SAO DOMINGOS,1048-0,RUA JOSE JOAQUIM SEABRA,,VL TIRADENTES,ESTRADA DE COTIA
741,-46.515093,-23.583055,355030804000097,3550308005151,04,ARICANDUVA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,VILA RICA,1049-9,RUA PROF ALZIRA DE O GILIOLI,1817.000000,VL RICA,CENTRO ESPORTIVO MUNICIPAL
516,-46.524043,-23.595778,355030876000206,3550308005155,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,TOLSTOI,1050-2,RUA DR TOLSTOI DE CARVALHO,,SAPOPEMBA,AVENIDA SAPOPEMBA
657,-46.605175,-23.469133,355030882000080,3550308005131,84,TUCURUVI,5,SANTANA / TUCURUVI,Norte,Norte 2,JARDIM TREMEMBE,1051-0,RUA MERE MARIE ANNAIS DO SION,S/N,VL NOVA MAZZEI,AVENIDA SEZEFREDO FAGUNDES
282,-46.589793,-23.479968,355030882000125,3550308005132,84,TUCURUVI,5,SANTANA / TUCURUVI,Norte,Norte 2,VILA GUSTAVO,1052-9,RUA CANEDOS,S/N,VILA GUSTAVO,
358,-46.673620,-23.530709,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,CAIOVAS,1053-7,RUA DR COSTA JUNIOR C TANABI,35.000000,AGUA BRANCA,AVENIDA ANTARTICA
446,-46.616179,-23.602385,355030827000115,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CASTELO BRANCO,1054-5,RUA ASSUNGUI C/ AMERICO RIBEIRO,,VL GUMERCINDO,RUA SANTA CRUZ
324,-46.534020,-23.549986,355030820000004,3550308005078,20,CARRAO,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,VILA SANTA IZABEL,1055-3,RUA LUIS PINTO,S/N,VL CARRAO,RUA CONSELHEIRO CARRAO
791,-46.746127,-23.509987,355030840000001,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,VILA JAGUARA,1056-1,RUA PEDRO HENRIQUE DE O BRAGANCA,,VL JAGUARA,PC ROCHA FALCAO 21
538,-46.681006,-23.474092,355030811000120,3550308005121,11,BRASILANDIA,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,MARACANA,1057-0,RUA RODOLFO MARCOS TEOFILO,248.000000,JD ELISEO,R HENRY CHARLES POTEL
411,-46.646547,-23.592924,355030890000176,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,DR BACELAR,1058-8,RUA DRA NEYDE APPARECIDA SOLLITO,S/N,VL CLEMENTINO,NAPOLEAO DE BARROS E BOTUCATU
618,-46.675244,-23.597873,355030835000011,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,VILA OLIMPIA,1059-6,RUA HELION POVOA,165.000000,VL OLIMPIA,ENTRE STO AMARO E UBERIBINHA
788,-46.596699,-23.496197,355030892000177,3550308005067,94,VILA MEDEIROS,7,V MARIA / VILA GUILHERME,Norte,Norte 2,CRISTOVAM LINS,1060-0,RUA LUCIANO BROINIZZI C JAPI,191.000000,VL EDE,ESTRADA DA CONCEICAO
588,-46.395533,-23.500617,355030836000066,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMARGO,1061-8,RUA VALENTE DE NOVAES,S/N,JD CAMARGO,R TIBURCIO SOUZA/ALB PINHEIRO
272,-46.499409,-23.513530,355030864000039,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA RIO BRANCO,1062-6,RUA FRANCISCO SOUZA QUEIROZ,92.000000,VL RIO BRANCO,AVENIDA LAGOA MIRIM
146,-46.421997,-23.477525,355030844000099,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM HELENA,1063-4,RUA CAMOMILA,852.000000,JD HELENA,REF RUA ERVA ANDORINHA
213,-46.618870,-23.613244,355030827000028,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JARDIM DA SAUDE,1065-0,PC BRAS GONCALVES,,JD DA SAUDE,FINAL AV BOSQUE DA SAUDE
428,-46.585205,-23.630410,355030868000094,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA CRISTALIA,1066-9,RUA ANTONIO LAMAS,31.000000,VL CRISTALIA,ESTRADA DAS LAGRIMAS
459,-46.642275,-23.668039,355030838000164,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SAO JOSE,1067-7,RUA HUGO VITOR DA SILVA,S/N,AMERICANOPOLIS,SAO PAULO
293,-46.536892,-23.507621,355030818000093,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,EDIMBURGO,1068-5,RUA GOITA,130.000000,CANGAIBA,AVENIDA CANGAIBA
837,-46.749493,-23.633253,355030817000145,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PARQUE ARARIBA,1070-7,RUA FRANCISCO SOARES,,PQ REGINA,ENTRE FRANCISCO SOARES
569,-46.686065,-23.747274,355030830000052,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE GRAJAU,1071-5,RUA JOSE BEZERRA FILHO,49.000000,PQ GRAJAU,ESTRADA DO BORORE-PANIF.GRAJAU
584,-46.508648,-23.514450,355030864000107,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,SANTOS DUMONT,1073-1,AV CACHOEIRA SANTA CRUZ,751.000000,JD POPULAR,ENT GIRASSOL E MANOEL OLIVEIRA
52,-46.793730,-23.588983,355030865000068,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,JARDIM ARPOADOR,1074-0,RUA ADERBAL STRESSER,,JD ARPOADOR,KM 18 DA RV RAPOSO TAVARES
663,-46.505774,-23.612734,355030876000057,3550308005161,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,PARQUE SANTA MADALENA,1075-8,RUA ALM OTACILIO CUNHA,,PQ STA MADALENA,AVENIDA SAPOPEMBA ALT.10050
842,-46.652876,-23.640316,355030838000131,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SANTA CATARINA,1076-6,RUA ALBA C JOAQUIM MORAIS,302.000000,STA CATARINA,JOAQUIM MORAES E JOAO B MENEZE
43,-46.686210,-23.673770,355030816000022,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CAMPO GRANDE,1077-4,RUA ARNALDO MAGNICARO,398.000000,JD JURUBATUBA,AV NOSSA SRA DO SABARA
831,-46.768552,-23.630087,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO,1078-2,AV AMADEU DA SILVA SAMELLO,S/N,CAMPO LIMPO,TV ES CAMPO LIMPO
334,-46.669537,-23.653679,355030822000324,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CASA PALMA,1079-0,AV CUPECE,25.000000,CID ADEMAR,S/INFORM
585,-46.699771,-23.712741,355030823000063,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA,1080-4,RUA NOSSA SENHORA DO OUTEIRO,S/N,CID DUTRA,R GUARUVA E STA GREGORIA
121,-46.689584,-23.601581,355030835000033,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CIDADE MONCOES,1081-2,AV NOVA INDEPENDENCIA,S/N,CID MONCOES,ENTRE OS N.S 489 E 837
288,-46.769892,-23.686438,355030843000129,3550308005227,42,JARDIM ANGELA,18,M BOI MIRIM,Sul,Sul 2,JARDIM ANGELA,1082-0,RUA MARCELINO COELHO,S/N,JD ANGELA,S/INF.
74,-46.703162,-23.726562,355030823000048,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM IPORANGA,1083-9,RUA ANTONIO PEREIRA TAQUES,15.000000,JD PRESIDENTE,ANTONIO PEREIRA TAQUES
527,-46.637844,-23.681002,355030822000220,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MIRIAM,1084-7,AV ANGELO CRISTIANINI,32.000000,JD MIRIAM,ENTRE CUPECE E AV ASSEMBLEIA
309,-46.735056,-23.652017,355030846000260,3550308005228,45,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,JARDIM SAO LUIZ,1085-5,RUA ARRAIAL DOS COUROS,,JD SAO LUIZ,ENTRE GERALDO FRAGA OLIVEIRA
352,-46.709617,-23.690084,355030879000024,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM SUZANO,1086-3,AV INACIO CUNHA LEME,357.000000,JD IPANEMA,AVENIDA ROBERT KENEDY
6,-46.660000,-23.691802,355030858000074,3550308005216,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,MAR PAULISTA,1087-1,RUA AUGUSTO DE CASTRO,74.000000,PEDREIRA,ESTRADA DO ALVARENGA
254,-46.736135,-23.642418,355030846000286,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PARQUE FERNANDA,1088-0,ES DE ITAPECERICA,,PQ FERNANDA,KM 24 ESTRADA DE ITAPECERICA
777,-46.711329,-23.651204,355030871000064,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,1090-1,AV MARIO LOPES LEAO,700.000000,STO AMARO,PRACA FLORIANO PEIXOTO
382,-46.503091,-23.552224,355030824000104,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,ANCHIETA,1091-0,RUA PALMEIRA LACA,14A,JD ELIANE,AVENIDA ITAQUERA
360,-46.721011,-23.856238,355030855000241,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS,1092-8,PC PEDRO ROCHA,S/N,PARELHEIROS,ESTRADA DE PARELHEIROS
289,-46.749358,-23.673895,355030846000029,3550308005223,45,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,JARDIM CRIS,1094-4,RUA ALBINO CORREA DE CAMPOS,,VL REMO,ESTRADA DO M BOI MIRIM 1765
219,-46.510950,-23.618250,355030876000189,3550308005161,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,JARDIM ELBA,1095-2,RUA TOME DA ROCHA,31.000000,JD ELBA,AVENIDA MARGINAL
636,-46.659620,-23.675838,355030822000012,3550308005167,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA JOANISA,1096-0,RUA ESTANISLAU MONIUSKO,1069.000000,VL JOANISA,YERVANT KISSA JIKIAN AV
513,-46.680628,-23.467015,355030811000019,3550308005123,11,BRASILANDIA,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,PARQUE BELEM,1097-9,AV GUILHERME DE ALMEIDA,107.000000,PQ BELEM,AVENIDA PARADA PINTO
460,-46.381811,-23.505505,355030836000012,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CAMARGO VELHO,1099-5,AV ACADEMIA DE SAO PAULO,772.000000,JD CAMARGO NOVO,RUA DO PROGRESSO
325,-46.420884,-23.484123,355030844000042,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA MARA,1102-9,RUA SAO GONCALO DO RIO DAS PEDRAS,132.000000,PQ PAULISTANO,AVENIDA OLIVEIRA DE FREIRE
625,-46.746187,-23.541977,355030841000049,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CENTRO INDUSTRIAL DO JAGUARE,1104-5,RUA BARCELONA,99.000000,JAGUARE,AV PRESIDENTE ALTINO 655
602,-46.457577,-23.518068,355030837000153,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARQUE GUARANI,1105-3,RUA FLOR DE CABOCLO,1.000000,PQ GUARANI,AVENIDA IMPERADOR
448,-46.439952,-23.596488,355030833000014,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JARDIM ROSELI,1106-1,RUA LUIZA DE JESUS FERREIRA,30.000000,JD ROSELI,TV ESTRADA DO IGUATEMI
128,-46.585956,-23.618110,355030868000082,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA INDEPENDENCIA,1107-0,LG LEON DE TOLSTOI C/ ANY,S/N,VL INDEPENDENCIA,RUA ANNY
135,-46.490770,-23.560123,355030824000002,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JARDIM NOVA BRASILIA,1108-8,RUA JASMIM DA ESPANHA,S/N,JD BRASILIA,PROXIMO A PC WALDEMAR BASSI
621,-46.501856,-23.595733,355030873000181,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JARDIM PARAGUASSU,1110-0,RUA DOURADOQUARA,S/N,JD PARAGUASSU,PRACA CATAS ALTAS
699,-46.672113,-23.495380,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,VILA PRADO,1111-8,RUA MARIA ELISA SIQUEIRA,S/N,VL BARBOSA,PRACA MENINO JESUS
499,-46.412476,-23.523700,355030884000165,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM ROBRU,1113-4,RUA BENEDITO DE SOUZA BORGES,S/N,JD ROBRU,S/INF
843,-46.580679,-23.570693,355030812000027,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CONJ RESIDENCIAL DO BUTANTA,1114-2,RUA LUIS ANTONIO MARTINS,S/N,BUTANTA,PROXIMO INSTITUTO BUTANTA
607,-46.788086,-23.662033,355030819000310,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM DAS ROSAS,1115-0,RUA SERRA DOS DOIS IRMAOS,S/N,JD DAS ROSAS,AV RODRIGO SANCHES E JOAO CRUZ
271,-46.589581,-23.442872,355030881000119,3550308005135,83,TREMEMBE,6,JACANA / TREMENBE,Norte,Norte 2,FURNAS,1117-7,AV ANTONELO DA MESSINA,S/N,VL ZILDA,BALTAZAR AGUILA E USHIKICHI K
48,-46.778329,-23.645665,355030817000079,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM ROSANA,1118-5,RUA CARLOS NAHAS C/ CARLOS LACERDA,,JD ROSANA,ESTRADA PIRAJUSSARA
505,-46.777539,-23.696412,355030843000286,3550308005291,42,JARDIM ANGELA,18,M BOI MIRIM,Sul,Sul 2,JARDIM RANIERI,1119-3,RUA MANOEL DA COSTA DANTAS,5786.000000,JD RANIERI,TV ES M BOI MIRIM
694,-46.755726,-23.662701,355030846000177,3550308005229,45,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,CORREGO DOS FREITAS,1121-5,RUA MARIA BENEDITA RODRIGUES,,PQ STO ANTONIO,RUA MARIA BENEDITA GONCALVES
579,-46.647234,-23.687162,355030822000155,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA MISSIONARIA,1123-1,RUA RAINHA DAS MISSOES,1.000000,VL MISSIONARIA,PROX IGREJA VILA MISSIONARIA
281,-46.484493,-23.575772,355030857000068,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SAVOY CITY,1124-0,RUA XAVIER PALMERIM,35.000000,PQ SAVOY CITY,TV AV MARIA LUIZA AMERICANO
582,-46.390788,-23.485742,355030844000155,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA ITAIM,1125-8,RUA CACHOEIRA MANGAVAL,37.000000,ITAIM PAULISTA,DEPOIS ESTACAO ITAIM
87,-46.762597,-23.407354,355030861000095,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,JARDIM DO RUSSO,1126-6,RUA ENG NOGUEIRA SOARES,45.000000,JD DO RUSSO,TV DR SILVIO DE CAMPOS
298,-46.683533,-23.766904,355030830000002,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM TRES CORACOES,1127-4,RUA BENEDITA MARTINS RAMOS,S/N,JD TRES CORACOES,PONTO FINAL ONIBUS
